Keyword;Position;Previous Position;Search Volume;CPC;Url;Traffic;Traffic (%);Competition;Keyword Difficulty;Intents;Trends
foster carer pay;11;11;1000;1.88;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.66;15.00;1;0.44,0.44,0.34,0.34,0.34,0.34,0.34,0.30,0.24,0.24,0.44,0.30
birmingham fostering agencies;5;5;320;7.56;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;7;0.04;0.35;27.00;0;0.43,0.43,0.43,0.66,0.81,1.00,1.00,1.00,0.66,0.54,0.22,0.22
define foster family;1;1;90;2.53;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.08;27.00;1;0.82,0.82,0.64,0.52,0.29,0.52,0.41,0.64,0.52,0.41,0.41,0.41
fostering tax allowance;3;3;320;1.62;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;7;0.04;0.21;11.00;1;0.54,0.66,0.66,0.81,0.81,0.81,0.81,1.00,0.54,0.43,0.35,0.54
foster carer discounts;2;2;110;0.97;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/carer-benefits-and-perks/;7;0.04;0.23;9.00;1;0.23,0.66,0.66,0.52,0.66,0.66,0.80,1.00,0.42,0.33,0.33,0.33
fostering jobs scotland;2;0;90;2.00;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;7;0.04;0.05;11.00;0;0.07,1.00,0.19,0.19,0.26,0.19,0.53,0.11,0.53,0.42,0.19,0.19
how much do you get for fostering uk;1;1;90;1.67;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.63;20.00;1;0.64,1.00,1.00,1.00,0.64,0.50,0.64,0.50,0.50,0.35,0.35,0.50
fostering meaning;6;6;2400;1.77;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.02;36.00;1;0.54,0.28,0.36,0.28,0.36,0.36,0.28,0.28,0.66,0.24,0.28,0.24
what is emergency foster care;2;2;110;2.85;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/emergency-foster-care/;7;0.04;0.33;9.00;1;0.07,0.53,0.53,0.53,0.53,0.80,0.65,0.65,0.34,0.26,0.42,0.26
who can foster;3;3;170;3.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;7;0.04;0.52;17.00;1;0.12,0.53,0.66,0.53,0.43,0.43,0.66,0.66,0.43,0.43,0.28,0.28
criteria for fostering uk;4;4;210;3.42;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;7;0.04;0.59;19.00;1;0.35,0.23,0.28,1.00,1.00,1.00,0.66,0.53,0.35,0.35,0.28,0.28
what is foster;4;4;210;2.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.18;17.00;1;0.05,0.26,0.32,0.21,0.21,0.26,0.32,0.14,0.26,0.17,0.32,0.32
foster sibling;2;2;110;3.30;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-siblings/;7;0.04;0.35;8.00;1;0.33,0.42,0.42,1.00,1.00,1.00,1.00,0.52,0.42,0.42,0.42,0.33
respite for foster carers;1;1;90;4.45;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;7;0.04;0.50;7.00;1;0.26,0.53,0.80,0.53,0.19,0.34,0.26,0.34,0.19,0.26,0.19,0.19
foster parents adoption;8;8;320;1.09;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;7;0.04;0.45;23.00;1;0.81,0.66,0.81,0.81,0.54,0.54,0.44,0.54,0.44,0.00,0.00,0.00
fostering allowance birmingham;4;4;210;1.56;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;7;0.04;0.12;15.00;1;0.05,0.66,0.66,0.53,0.53,0.66,0.82,0.66,1.00,0.43,0.28,0.28
foster care scotland;8;8;390;4.70;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-scotland/;7;0.04;0.68;23.00;1;1.00,0.66,0.54,0.44,0.66,0.66,0.44,0.44,0.54,0.54,0.44,0.44
putting a teenager in foster care uk;2;2;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-teenagers/;7;0.04;0.66;9.00;1;0.43,0.53,0.43,0.43,0.34,0.34,0.53,0.43,0.15,0.12,0.15,0.15
what does fostering mean;3;3;170;5.11;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.02;33.00;1;0.53,0.65,0.65,0.81,0.65,0.53,0.53,0.65,0.53,0.53,0.65,0.28
how much do you earn from fostering;1;1;90;1.85;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.56;17.00;1;0.12,0.35,0.43,0.43,0.17,0.17,0.17,0.17,0.17,0.12,0.17,0.17
foster carer income;2;2;110;1.69;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.51;16.00;1;0.78,0.78,0.78,0.64,0.64,1.00,0.78,0.64,0.78,0.78,0.78,0.78
fostering in coventry;2;2;210;8.68;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-coventry/;7;0.04;0.21;19.00;2;0.53,0.53,0.53,0.43,0.53,0.53,0.81,0.81,1.00,0.43,0.65,0.81
foster carer benefits;2;2;110;1.97;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/carer-benefits-and-perks/;7;0.04;0.40;16.00;1;0.23,0.82,0.64,0.64,0.64,0.52,0.82,1.00,0.64,0.64,0.64,0.64
foster uk;7;7;320;5.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.64;47.00;2;0.13,0.24,0.24,0.16,0.13,0.20,0.24,0.20,0.20,0.30,0.16,0.20
fostering england;5;5;260;5.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.64;47.00;1;0.10,0.16,0.16,0.13,0.13,0.16,0.13,0.13,0.76,0.10,0.13,0.13
how much can you earn as a foster carer;2;2;110;1.89;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.62;16.00;1;0.14,0.64,1.00,1.00,0.78,0.64,0.78,0.78,0.78,0.78,0.64,0.64
long term foster care vs adoption;2;2;110;1.13;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;7;0.04;0.33;6.00;1;0.80,1.00,0.80,0.65,0.34,0.42,0.34,0.34,0.19,0.26,0.34,0.26
social work jobs fostering;2;2;90;1.09;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/supervising-social-worker/;7;0.04;0.13;7.00;0;0.23,0.17,1.00,0.82,0.41,0.29,0.52,0.41,0.64,0.29,0.52,0.41
sticker chart reward system;7;7;320;0.30;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;7;0.04;1.00;27.00;1;0.81,1.00,0.66,1.00,0.81,0.81,0.43,0.81,0.66,0.66,0.54,0.54
single parent foster care;4;4;210;5.50;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;7;0.04;0.51;8.00;1;0.29,0.14,0.22,0.81,1.00,0.81,0.66,0.54,0.14,0.14,0.14,0.14
fostering agency walsall;3;3;260;0.00;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-walsall/;7;0.04;0.33;17.00;0;0.03,0.23,0.23,0.28,0.44,0.54,0.81,0.81,1.00,0.66,0.18,0.18
can i foster if i work full time;2;2;110;4.93;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;7;0.04;0.60;13.00;1;0.23,0.35,0.53,0.66,0.23,0.17,0.23,0.17,0.17,0.17,0.17,0.17
salary of a foster parent;1;1;90;1.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.51;29.00;1;0.64,0.29,0.64,1.00,0.64,0.41,0.52,0.64,0.52,0.52,0.52,0.41
how much does a foster carer earn;2;2;110;1.61;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.54;16.00;1;0.28,0.78,0.78,1.00,0.78,0.78,1.00,0.64,0.64,0.64,0.64,1.00
foster carer wage;2;2;110;2.01;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.57;19.00;1;0.28,0.43,0.66,0.43,0.28,0.23,0.28,0.23,0.17,0.17,0.17,0.23
how to be a foster carer;4;4;260;7.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;7;0.04;0.62;21.00;1;0.66,0.66,0.82,1.00,0.82,0.82,0.82,0.66,0.53,0.53,0.43,0.53
how much money for fostering;2;2;110;1.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.47;16.00;1;0.52,0.80,0.80,1.00,0.66,0.66,0.52,0.33,0.23,0.23,0.33,0.23
short term foster parent;2;2;170;3.49;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/short-term-fostering/;7;0.04;0.34;11.00;1;0.35,0.35,0.35,1.00,0.43,0.66,0.43,0.35,0.23,0.53,0.23,0.23
can you be a foster carer and work;2;2;90;3.02;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;7;0.04;0.53;11.00;1;0.66,0.33,0.33,0.42,0.52,0.66,0.52,0.52,0.66,0.23,0.42,0.42
fostering jobs near me;2;2;90;5.09;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;7;0.04;0.60;15.00;3;0.50,0.78,0.78,0.78,0.78,1.00,0.64,0.64,0.50,0.28,0.64,0.35
nfa uk;2;2;110;0.00;https://www.nationalfosteringgroup.co.uk/;7;0.04;0.33;19.00;1;0.42,0.42,0.42,0.42,0.34,0.34,0.65,0.42,0.34,0.53,0.42,0.53
fostering courses;3;3;170;4.65;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;7;0.04;0.66;11.00;1;0.28,0.53,0.65,0.65,1.00,0.65,0.53,0.65,0.21,0.34,0.34,0.34
best fostering agency near me;2;2;260;9.99;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;7;0.04;0.68;18.00;3;0.08,0.54,0.81,0.66,0.66,1.00,0.81,1.00,0.43,0.29,0.22,0.22
how much does foster care pay uk;2;2;110;1.62;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.52;18.00;1;0.66,0.66,0.66,0.66,0.52,0.80,1.00,0.33,0.33,0.33,0.33,0.42
foster care tax allowance;3;3;170;1.62;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;7;0.04;0.21;12.00;1;0.26,0.65,0.65,1.00,0.65,0.65,0.80,1.00,0.65,0.65,0.65,0.53
fostercare;6;6;320;5.91;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.61;42.00;1;0.04,0.13,0.16,0.20,0.31,0.16,0.13,0.31,0.16,0.11,0.13,0.13
foster care training courses;4;4;210;3.53;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;7;0.04;0.55;16.00;1;0.15,0.65,1.00,0.81,1.00,1.00,1.00,0.81,0.53,0.65,0.34,0.34
hmrc fostering tax allowance;3;3;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;7;0.04;0.33;15.00;1;0.65,1.00,0.81,1.00,0.65,0.65,0.53,0.65,0.34,0.34,0.34,0.34
foster parent;3;3;720;4.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.55;41.00;1,2;0.59,0.72,0.59,0.72,0.88,0.59,0.72,0.72,0.72,0.72,0.59,0.72
how much do you get to foster a child uk;2;2;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.00;18.00;1;0.52,1.00,1.00,0.82,0.52,0.52,0.64,0.64,0.64,0.52,0.05,0.64
fostering salary uk;2;2;210;1.62;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.59;21.00;1;0.18,0.54,0.54,0.54,0.35,0.28,0.66,0.35,0.18,0.18,0.18,0.18
foster pay;4;4;210;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.57;22.00;1;0.15,0.23,0.23,0.23,0.36,0.15,0.23,0.19,1.00,0.54,0.15,0.15
emergency fostering pay;1;1;90;1.76;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/emergency-foster-care/;7;0.04;0.78;0.0;1;0.41,0.52,0.52,0.64,0.52,1.00,0.82,0.23,0.29,0.41,0.52,0.52
private foster care agencies;1;1;210;6.32;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;7;0.04;0.48;41.00;0;0.26,1.00,0.65,0.80,1.00,1.00,0.42,0.65,0.65,0.80,0.80,0.65
foster care training;7;7;590;3.25;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;7;0.04;0.36;18.00;1;0.23,0.67,0.67,1.00,1.00,1.00,0.81,0.81,0.54,0.67,0.54,0.67
fostering agency bolton;1;1;110;0.00;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-bolton/;7;0.04;0.17;9.00;0;0.11,0.64,1.00,0.82,0.82,0.82,0.64,1.00,0.41,0.52,0.52,0.52
permanent foster care;3;3;170;2.13;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;7;0.04;0.38;8.00;1;0.43,0.81,0.81,1.00,0.53,0.34,0.43,0.43,0.34,0.34,0.34,0.34
foster care career opportunities;4;4;260;3.76;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;7;0.04;0.55;16.00;0;0.54,0.18,0.35,1.00,0.66,0.54,0.54,0.66,0.54,0.66,0.43,0.66
fostering in uk;4;4;320;5.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;7;0.04;0.64;45.00;1;0.08,0.20,0.20,0.16,0.10,0.20,0.20,0.16,0.55,0.13,0.10,0.13
best fostering agency;2;2;260;8.59;https://www.nationalfosteringgroup.co.uk/;7;0.04;0.28;34.00;0;0.14,0.54,0.66,0.54,0.54,0.81,1.00,0.81,0.66,0.43,0.22,0.43
what do foster parents get paid;2;2;110;1.41;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;7;0.04;0.60;18.00;1;0.42,0.42,0.80,0.42,0.53,0.34,0.26,0.53,0.26,0.26,0.34,0.42
foster home agency;5;5;320;8.39;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;7;0.04;0.47;41.00;0;0.21,0.07,0.17,1.00,0.48,0.39,0.26,0.26,0.21,0.26,0.11,0.17
who can foster a child;3;3;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;7;0.04;0.00;15.00;1;0.34,0.65,0.65,0.65,0.65,0.53,1.00,1.00,0.65,0.65,0.80,0.65
foster cares;6;6;880;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/;7;0.04;0.00;28.00;2;0.41,0.30,0.66,0.36,0.36,0.30,1.00,0.30,0.24,0.24,0.24,0.04
fostering in walsall;5;5;320;9.49;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-walsall/;7;0.04;0.20;17.00;2;0.35,0.43,0.54,0.54,0.66,0.54,0.66,0.81,1.00,1.00,0.54,0.66
fostering agencies london;7;7;320;7.31;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-london/;6;0.03;0.55;22.00;0;0.14,0.66,0.66,0.81,0.81,1.00,1.00,1.00,0.54,0.54,0.29,0.29
fostering in england;5;5;210;5.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;6;0.03;0.64;37.00;1;0.15,0.29,0.19,0.19,0.19,0.15,0.66,0.15,0.15,0.15,1.00,0.15
requirements to be a foster parent uk;5;5;210;3.22;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;6;0.03;0.67;21.00;1;0.17,0.28,1.00,0.82,1.00,0.66,0.53,0.35,0.35,0.28,0.28,0.35
can i be a foster parent with a criminal record;1;1;210;4.19;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/what-can-disqualify-you-from-fostering-a-child/;6;0.03;0.69;9.00;1;0.04,0.22,0.29,0.66,1.00,0.81,0.66,0.54,0.35,0.35,0.22,0.18
kids reward chart;8;8;480;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;6;0.03;0.00;17.00;1;0.16,0.20,0.16,0.24,0.16,0.16,0.10,0.79,0.16,0.16,0.10,0.10
foster care criteria;5;5;210;3.74;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;6;0.03;0.54;12.00;1;0.66,0.28,0.23,0.18,1.00,0.18,0.23,0.18,0.28,0.28,0.15,0.18
what is a foster child;3;3;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;6;0.03;0.00;26.00;1;0.52,1.00,1.00,0.80,0.42,0.42,0.66,0.66,0.52,0.42,0.52,0.52
charms fostering login;5;5;140;0.00;https://www.nationalfosteringgroup.co.uk/;6;0.03;0.01;9.00;3;0.42,0.53,0.53,0.65,0.42,0.26,0.80,0.65,0.65,0.65,0.42,0.26
do you get paid to foster children;2;2;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;6;0.03;0.00;18.00;1;0.65,0.81,1.00,0.81,0.65,0.53,0.65,0.81,0.53,0.53,0.65,0.65
requirements for fostering;5;5;210;3.74;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;6;0.03;0.54;22.00;1;0.28,0.82,1.00,0.66,0.66,0.66,0.66,0.43,0.23,0.23,0.35,0.35
fostering agency rugeley;5;5;210;0.00;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-staffordshire/;6;0.03;0.00;6.00;1;0.00,0.11,0.11,0.11,0.23,0.28,0.44,0.54,1.00,0.54,0.28,0.35
parent and child fostering allowance;5;5;260;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;6;0.03;0.00;19.00;1;0.53,1.00,0.81,1.00,0.81,1.00,1.00,0.81,0.43,0.43,0.65,0.65
fostering support;4;4;260;3.42;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/;6;0.03;0.22;23.00;0;0.66,0.66,0.82,0.53,0.53,0.82,1.00,0.82,0.66,0.66,0.28,0.53
foster care careers;6;6;210;5.70;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;6;0.03;0.33;16.00;0;0.06,0.53,0.81,0.81,1.00,1.00,0.81,0.65,0.43,0.53,0.34,0.34
temporary foster care uk;2;2;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/short-term-fostering/;6;0.03;0.66;8.00;1;0.19,1.00,1.00,0.80,0.80,0.80,0.80,0.66,0.42,0.42,0.52,0.52
long term foster parent;2;2;140;2.84;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;6;0.03;0.36;8.00;1;0.00,0.53,0.53,0.53,0.65,1.00,0.65,0.28,0.28,0.21,0.21,0.34
benefits foster care;3;3;140;2.63;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/state-benefits-and-pensions/;6;0.03;0.45;11.00;1;0.23,0.28,1.00,0.23,0.17,0.23,0.35,0.28,0.23,0.28,0.28,0.28
what is therapeutic foster care;3;3;140;1.76;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/therapeutic-fostering/;6;0.03;0.55;14.00;1;0.33,0.66,0.52,0.80,1.00,1.00,0.80,1.00,0.42,0.33,0.33,0.33
fostering stafford;5;5;260;8.72;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-staffordshire/;6;0.03;0.24;12.00;0;0.53,0.65,0.65,0.65,0.65,0.81,0.81,1.00,1.00,1.00,0.65,1.00
respite foster care pay;5;5;210;2.76;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;6;0.03;0.65;10.00;1;0.66,0.82,1.00,0.66,0.66,0.66,0.53,0.43,0.28,0.28,0.28,0.28
difference between foster care and adoption;7;7;260;0.56;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;6;0.03;0.11;11.00;1;0.43,0.43,0.43,1.00,0.81,0.66,0.54,0.43,0.35,0.35,0.29,0.35
can a single person be a foster parent;2;2;140;3.13;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;6;0.03;0.52;7.00;1;0.43,0.21,0.21,1.00,1.00,1.00,0.53,0.53,0.34,0.21,0.21,0.15
therapeutic fostering agency;4;4;140;2.89;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/therapeutic-fostering/;6;0.03;0.66;12.00;1;0.11,0.82,0.64,0.82,0.82,1.00,1.00,0.82,0.82,1.00,0.64,0.64
fostering care;3;3;260;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;6;0.03;0.00;43.00;0;0.01,0.13,0.13,0.13,0.13,0.13,0.13,0.20,0.06,0.08,0.62,0.10
respite care for foster carers;3;3;140;4.45;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;6;0.03;0.50;11.00;1;0.23,0.23,0.23,0.19,0.19,0.15,0.23,0.10,0.05,0.12,0.07,0.07
foster parent vs adoption;7;7;260;0.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;6;0.03;0.12;15.00;0;0.54,0.43,0.43,1.00,1.00,0.81,0.66,0.43,0.29,0.29,0.29,0.29
vehicle grant for foster parents uk;7;7;260;1.79;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;6;0.03;0.12;8.00;1;0.39,0.39,0.48,0.59,0.32,0.21,0.21,0.26,0.21,0.14,0.14,0.14
what benefits can foster carers claim;5;5;210;1.63;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/state-benefits-and-pensions/;6;0.03;0.42;9.00;1;1.00,1.00,1.00,0.81,0.53,0.81,0.65,0.43,0.53,0.34,0.34,0.34
foster carer salary;5;5;210;2.24;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;6;0.03;0.53;15.00;1;0.66,0.53,0.66,0.43,0.66,0.53,0.53,0.43,0.53,0.43,0.43,0.43
foster parent requirements uk;5;5;260;3.22;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;6;0.03;0.67;22.00;1;0.44,0.44,0.81,0.81,1.00,0.54,0.35,0.23,0.23,0.18,0.18,0.18
no council tax for foster carers;6;6;260;1.93;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;6;0.03;0.15;9.00;1;0.54,0.66,0.54,0.81,0.54,0.44,0.28,0.35,0.28,0.15,0.18,0.18
