Referring Domain / URL,Target URL,Anchor Text,Action Recommendation,Primary Risk Factor,Confidence Score,Backlinks,Linking Pages,Unique Anchors,Top Anchor Share,Remediation Priority,Follow (Equity) Links,Exact-Match Anchor %,Branded/URL Anchor %,Median Page AScore,Max Page AScore,Avg External Links,Nofollow %,Sponsored,Topically Relevant,Distinct Targets,Lost %,First Seen,Last Seen,Rationale
qilins.pages.dev,https://performancelab.com/,performancelab.com,DISAVOW,Free-Host Blog Serving a Link Dump,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,9986,100%,no,no,1,0%,1753474303,1780121939,"Averages 9,986 outbound links per page on a free blog host — a scraped or compromised template, not a publisher."
bestweddingdirectory.com,http://performancelab.com/,performancelab.com,DISAVOW,Link Farm / Bare-Domain Listing,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,1000,100%,no,no,1,0%,1754125469,1780163386,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
rankvanceseo.info,https://www.performancelab.com/collections/all-products (+1 more),nutropic.com,DISAVOW,Link Farm / Outbound-Link Bloat,High,2,1,1,100%,"P2 - Follow links, low volume",2,0%,0%,0,0,2001,0%,no,no,2,0%,1757118785,1773661879,Average 2001 external links per source page across machine-generated URLs (100% of linking pages).
newdirectory.org,http://performancelab.com/,performancelab.com,DISAVOW,Link Farm / Bare-Domain Listing,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,1000,100%,no,no,1,0%,1758739832,1777337882,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
australianwebdirectory.info,http://performancelab.com/ (+1 more),performancelab.com (+1 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,2,1,2,50%,P3 - Nofollow only (no equity passed),0,0%,50%,0,0,2100,100%,no,no,2,0%,1760227997,1786970000,Average 2100 external links per source page across machine-generated URLs (100% of linking pages).
listrecord.com,http://performancelab.com/,performancelab.com,DISAVOW,Link Farm / Bare-Domain Listing,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,1000,100%,no,no,1,0%,1760444500,1772070010,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
everythingonline.in,http://performancelab.com/,performancelab.com,DISAVOW,Link Farm / Bare-Domain Listing,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,1000,100%,no,no,1,0%,1760939240,1779201540,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
blogdon.net,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,read more (+1 more),DISAVOW,Throwaway Auto-Generated Host,High,2,2,2,50%,"P2 - Follow links, low volume",2,0%,0%,0,0,2,0%,no,yes,1,0%,1762423979,1787545610,Randomly generated account subdomain — disposable link-vendor infrastructure.
bizlinkdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1762992082,1787299224,Domain name matches a link-scheme or paid-directory pattern.
seozdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1763050282,1784872716,Domain name matches a link-scheme or paid-directory pattern.
rbexcellentairportservicesinc.ca,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOorJ-W3OdhX5c83g1BefimSTRNMs0_-zeHWKmvMBn1Tn-qDpgwVK (+1 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,3002,100%,no,no,2,0%,1763964172,1787257199,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
directory4websites.com,http://performancelab.com/,performancelab.com,DISAVOW,Link Farm / Bare-Domain Listing,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,1000,100%,no,no,1,0%,1764136171,1772307348,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
iseodirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1764196350,1783122113,Domain name matches a link-scheme or paid-directory pattern.
weblogco.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,multivitamin for women (+1 more),DISAVOW,Throwaway Auto-Generated Host,High,2,2,2,50%,"P2 - Follow links, low volume",2,0%,0%,0,0,4,0%,no,yes,1,0%,1764878681,1785028143,Randomly generated account subdomain — disposable link-vendor infrastructure.
zerowastemaldives.com,https://www.performancelab.com/blogs/nutrition/inositol-for-men?srsltid=AfmBOoo0JXySU0kKx7wt1yWUn9LPxzBJNdN5CtiVUtVDmDaDF4BC8kxW (+1 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,2,2,3004,100%,no,no,2,0%,1764884278,1778746454,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
bloggosite.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,more info (+1 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,2,2,2,50%,"P2 - Follow links, low volume",2,0%,0%,0,0,4,0%,no,yes,1,0%,1764951573,1787510639,Free-blog-host domain used exclusively by link vendors; 2 link(s) on throwaway auto-generated accounts.
linkdirectory724.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1765391186,1782178908,Domain name matches a link-scheme or paid-directory pattern.
smartcabsnorwich.co.uk,https://www.performancelab.com/blogs/nutrition/inositol-for-men?srsltid=AfmBOoq2MZr0V3D343YVq9XD2Zu1NP1czTLKuLv5ng5UnuqmgFTGje_x (+1 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,3006,100%,no,no,2,0%,1765882803,1784900918,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
golinkdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1766260850,1785263453,Domain name matches a link-scheme or paid-directory pattern.
osadazbojecka.pl,https://www.performancelab.com/blogs/nutrition/inositol-for-men?srsltid=AfmBOoq2MZr0V3D343YVq9XD2Zu1NP1czTLKuLv5ng5UnuqmgFTGje_x (+1 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,2,2,3012,100%,no,no,2,0%,1766851837,1782459814,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
portlandlandscapepros.com,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOorJ-W3OdhX5c83g1BefimSTRNMs0_-zeHWKmvMBn1Tn-qDpgwVK (+1 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,3003,100%,no,no,2,0%,1767215269,1780918987,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
slapshady.com,https://www.performancelab.com/ (+1 more),OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,504,100%,no,no,2,0%,1768059344,1787572081,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
domaineye.com,http://performancelab.com/ (+1 more),performancelab.com (+1 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,2,2,2,50%,"P2 - Follow links, low volume",2,0%,100%,1,1,2004,0%,no,no,2,0%,1768654046,1786755809,Average 2004 external links per source page across machine-generated URLs (100% of linking pages).
dailymusings.top,https://performancelab.com/ (+1 more),performancelab.com (+1 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,2,2,2,50%,P3 - Nofollow only (no equity passed),0,0%,50%,0,0,3500,100%,no,no,2,0%,1770669368,1772835926,Average 3500 external links per source page across machine-generated URLs (100% of linking pages).
spottedcow.media,https://www.performancelab.com/blogs/wellness (+1 more),OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,502,100%,no,no,2,0%,1770837905,1781922907,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
blogsphere.top,https://performancelab.com/ (+1 more),performancelab.com (+1 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,2,2,2,50%,P3 - Nofollow only (no equity passed),0,0%,50%,0,0,3500,100%,no,no,2,0%,1770990835,1772560396,Average 3500 external links per source page across machine-generated URLs (100% of linking pages).
kanma-marketing.com,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOorLVvf0Q3UI19jfLkL_LV32fkA4JAzEL6W8owZqxTnj3C0t0CQa,"@SEO_CARTEL IN TELEGRAM – SEO BACKLINKS, BULK LINK POSTING, BOOST SEO RANKING",DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3003,100%,no,no,1,0%,1771463203,1777585714,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
findinfo.in,https://www.performancelab.com/ (+1 more),dtcx.com (+1 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,2,2,2,50%,"P2 - Follow links, low volume",2,0%,0%,0,0,10158,0%,no,no,2,0%,1771771811,1786995977,Average 10158 external links per source page across machine-generated URLs (100% of linking pages).
lebazzar-demadous.site,https://www.performancelab.com/blogs/wellness/are-testosterone-boosters-safe?srsltid=AfmBOoqbIxc_ipqUteJPFtDqMsxQF0Ksgr9Y08kS18EGmHEQ8O8SQwJv (+1 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3007,100%,no,no,2,0%,1772112663,1780245893,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
metamagic.top,https://www.performancelab.com/collections/nutropic (+1 more),nutropic.com (+1 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,2,2,2,50%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3500,100%,no,no,2,0%,1772113710,1772221993,Average 3500 external links per source page across machine-generated URLs (100% of linking pages).
sportsbikeparts.pk,https://www.performancelab.com/blogs/wellness (+1 more),JOIN OUR TELEGRAM https://t.me/s/darksidelinks,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3003,100%,no,yes,2,0%,1772115057,1772610596,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
batizens.vn,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOoo3ve1-ArFrDWwqHceT5BCyoLb82TUB2TpyHTGw1gAHgjXVbfau,🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3008,100%,no,no,1,0%,1772131311,1777762175,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
capetownthing.co.za,https://www.performancelab.com/ (+1 more),JOIN OUR TELEGRAM https://t.me/s/darksidelinks,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3008,100%,no,no,2,0%,1772184652,1776364035,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
farratgesdolcet.com,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOoo3ve1-ArFrDWwqHceT5BCyoLb82TUB2TpyHTGw1gAHgjXVbfau (+1 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3006,100%,no,no,2,0%,1772238699,1777896496,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
anakarolinapsicologa.com,https://www.performancelab.com/blogs/nutrition/vitamin-a-for-men (+1 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3003,100%,no,no,2,0%,1772272160,1777420397,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
harian24.com,https://www.performancelab.com/blogs/wellness (+1 more),JOIN OUR TELEGRAM https://t.me/s/darksidelinks,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3004,100%,no,no,2,0%,1772518901,1772746186,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
revan-me.com,https://www.performancelab.com/ (+1 more),JOIN OUR TELEGRAM https://t.me/s/darksidelinks,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3002,100%,no,no,2,0%,1772638459,1785187697,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
adirectorysubmit.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1772678703,1783507396,Domain name matches a link-scheme or paid-directory pattern.
arlinkdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1772781236,1783900974,Domain name matches a link-scheme or paid-directory pattern.
directorylinks2u.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1772853767,1783802317,Domain name matches a link-scheme or paid-directory pattern.
ezylinkdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1772867892,1784774895,Domain name matches a link-scheme or paid-directory pattern.
1stlinkdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1772941578,1783724256,Domain name matches a link-scheme or paid-directory pattern.
seodirectoryseek.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1773119340,1784455864,Domain name matches a link-scheme or paid-directory pattern.
linkdirectorynet.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,DISAVOW,Directory / Link-Scheme Spam Footprint,High,2,2,1,100%,"P2 - Follow links, low volume",2,0%,100%,0,0,2,0%,no,yes,1,0%,1773150920,1783761038,Domain name matches a link-scheme or paid-directory pattern.
solizer.org,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOop3ylNxw12mmEZCB_WuNk_ZUV7spDLLotGuIvvbUBmCVINnh43I (+1 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3002,100%,no,no,2,0%,1773249649,1778439189,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
nuekin.com,https://www.performancelab.com/blogs/nutrition/inositol-for-men (+1 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3010,100%,no,no,2,0%,1773561528,1787037970,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
chuihanghin.com,https://www.performancelab.com/blogs/nutrition/inositol-for-men (+1 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,2,2,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3006,100%,no,no,2,0%,1773699513,1776575927,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
