Referring Domain,Action Recommendation,Primary Risk Factor,Confidence Score,Evidence Level,Remediation Priority,Backlinks (true),Backlinks (in sample),Follow (Equity) Links,Domain ascore,IP Address,C-Block,Hosting,Country,Target URL,Anchor Text,Unique Anchors,Exact-Match Anchor %,Branded/URL Anchor %,Avg External Links,Nofollow %,Topically Relevant,First seen,Last seen,Disavow Entry,Rationale
health-supplements-review.com,DISAVOW,Keyword-Stuffed Exact-Match Domain,High,Domain-level only (outside sample),P2 - Follow status unknown,1,0,,2,23.106.50.19,23.106.50.0/24,,sg,,,,,,,,,2026-05-31,2026-08-04,domain:health-supplements-review.com,"Several niche terms hyphenated together on a domain scoring 2 — an exact-match domain registered for the anchor, not a publisher."
hebagh.com,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,4,184.168.109.253,184.168.109.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-02-02,2026-06-23,domain:hebagh.com,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
hostseolinks.com,DISAVOW,Shared Link-Template Footprint (Same Operator),High,Link-level (in 50k sample),-,1,1,1,5,159.198.75.134,159.198.75.0/24,,us,https://performancelab.com/,performancelab,1,0%,100%,3139,0%,no,2025-08-12,2026-06-09,domain:hostseolinks.com,"Links from the path '/exploring-conversational-ai-for-personalized-e-comm', served byte-identically by 40 other referring domains. One operator's script deployed across many hosts, not independent editorial placements."
idblogmaker.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",1,1,1,6,172.67.197.211,172.67.197.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,multivitamin for women,1,0%,0%,4,0%,yes,2026-02-15,2026-07-25,domain:idblogmaker.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
income.net.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.116.137,184.168.116.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-04-12,2026-04-22,domain:income.net.in,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
information.net.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,68.178.238.49,68.178.238.0/24,,us,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-11-13,2026-05-13,domain:information.net.in,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
janhit.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,7,184.168.110.97,184.168.110.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,981,100%,no,2025-02-22,2026-07-04,domain:janhit.in,"Average 981 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
jomtien-realty.com,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,6,104.21.21.128,104.21.21.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,1,0%,0%,3003,100%,no,2026-03-07,2026-03-07,domain:jomtien-realty.com,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
july.co.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,7,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2024-09-01,2026-08-23,domain:july.co.in,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
kajol.pw,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.116.137,184.168.116.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-11-04,2026-05-25,domain:kajol.pw,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
ketaki.co.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.110.97,184.168.110.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,981,100%,no,2025-10-26,2026-08-07,domain:ketaki.co.in,"Average 981 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
linkanews.com,DISAVOW,Shared Link-Template Footprint (Same Operator),High,Link-level (in 50k sample),-,1,1,1,5,159.198.75.134,159.198.75.0/24,,us,https://performancelab.com/,performancelab,1,0%,100%,3139,0%,no,2026-01-24,2026-05-30,domain:linkanews.com,"Links from the path '/exploring-conversational-ai-for-personalized-e-comm', served byte-identically by 40 other referring domains. One operator's script deployed across many hosts, not independent editorial placements."
linkdonation.com,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.109.253,184.168.109.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-07-01,2026-08-12,domain:linkdonation.com,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
linkodirectory.com,DISAVOW,Directory / Link-Scheme Spam Footprint,High,Link-level (in 50k sample),"P2 - Follow links, low volume",1,1,1,5,159.198.75.134,159.198.75.0/24,,us,https://performancelab.com/,performancelab,1,0%,100%,3139,0%,no,2025-08-10,2026-06-14,domain:linkodirectory.com,Domain name matches a link-scheme or paid-directory pattern.
linkscrawl.com,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,6,184.168.109.253,184.168.109.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-05-20,2026-08-17,domain:linkscrawl.com,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
linksnewses.com,DISAVOW,Shared Link-Template Footprint (Same Operator),High,Link-level (in 50k sample),-,1,1,1,5,159.198.75.134,159.198.75.0/24,,us,https://performancelab.com/,performancelab,1,0%,100%,3134,0%,no,2025-08-12,2026-06-02,domain:linksnewses.com,"Links from the path '/exploring-conversational-ai-for-personalized-e-comm', served byte-identically by 40 other referring domains. One operator's script deployed across many hosts, not independent editorial placements."
linkwebdirectory.com,DISAVOW,Directory / Link-Scheme Spam Footprint,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-02-03,2026-03-26,domain:linkwebdirectory.com,Domain name matches a link-scheme or paid-directory pattern.
list.show,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,4,118.139.178.237,118.139.178.0/24,,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2026-02-09,2026-07-02,domain:list.show,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
listmydomain.com,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-11-07,2026-05-01,domain:listmydomain.com,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
livebacklinks.com,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.110.97,184.168.110.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,981,100%,no,2025-04-15,2026-06-14,domain:livebacklinks.com,"Average 981 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
livewebsites.net,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,3,184.168.109.253,184.168.109.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-06-25,2026-08-19,domain:livewebsites.net,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
love.net.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-03-21,2026-03-05,domain:love.net.in,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
luxehub.com,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,4,44.208.55.12,44.208.55.0/24,,us,https://www.performancelab.com/blogs/nutrition/inositol-for-men?srsltid=AfmBOoo0JXySU0kKx7wt1yWUn9LPxzBJNdN5CtiVUtVDmDaDF4BC8kxW,TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,1,0%,100%,3035,100%,no,2025-12-31,2026-03-15,domain:luxehub.com,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
mandakini.co.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,7,118.139.181.255,118.139.181.0/24,,sg,http://performancelab.com/,performancelab.com,1,0%,100%,983,100%,no,2025-04-04,2026-08-13,domain:mandakini.co.in,"Average 983 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
million.pro,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,3,184.168.109.253,184.168.109.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2026-02-11,2026-08-21,domain:million.pro,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
mohini.pw,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-06-13,2026-05-25,domain:mohini.pw,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
mpeblog.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",1,1,1,7,172.67.199.112,172.67.199.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,click here,1,0%,0%,2,0%,yes,2026-07-11,2026-07-11,domain:mpeblog.com,Free-blog-host domain used exclusively by link vendors; 1 link(s) on throwaway auto-generated accounts.
msimasters.com,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,5,104.21.79.19,104.21.79.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/nutrition/inositol-for-men?srsltid=AfmBOoq2MZr0V3D343YVq9XD2Zu1NP1czTLKuLv5ng5UnuqmgFTGje_x,TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,1,0%,100%,3003,100%,no,2025-12-20,2026-02-25,domain:msimasters.com,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
muchmore.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-03-19,2026-08-13,domain:muchmore.in,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
multiranks.com,DISAVOW,Shared Link-Template Footprint (Same Operator),High,Link-level (in 50k sample),-,1,1,1,5,172.67.181.1,172.67.181.0/24,Cloudflare (shared CDN),,https://performancelab.com/,performancelab,1,0%,100%,3134,0%,no,2025-06-14,2026-08-22,domain:multiranks.com,"Links from the path '/exploring-conversational-ai-for-personalized-e-comm', served byte-identically by 40 other referring domains. One operator's script deployed across many hosts, not independent editorial placements."
mydomaininfo.com,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,118.139.181.255,118.139.181.0/24,,sg,http://performancelab.com/,performancelab.com,1,0%,100%,983,100%,no,2025-02-08,2026-04-26,domain:mydomaininfo.com,"Average 983 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
neptunedirectory.com,DISAVOW,Directory Submission Spam Network,High,"Link-level, overridden by structural signature",P2 - Follow status unknown,1,0,,5,172.67.129.159,172.67.129.0/24,Cloudflare (shared CDN),,,,,,,,,,2025-11-20,2026-05-29,domain:neptunedirectory.com,Generic web directory at authority score 5. Directory submission is a link scheme and these are auto-generated; 278 such domains link to the site.
nettools.guru,DISAVOW,Link Farm / Outbound-Link Bloat,High,Link-level (in 50k sample),"P2 - Follow links, low volume",1,1,1,3,159.198.47.106,159.198.47.0/24,,us,https://www.performancelab.com/blogs/wellness,testolabpro.com,1,0%,0%,9002,0%,no,2026-02-09,2026-02-09,domain:nettools.guru,Average 9002 external links per source page across machine-generated URLs (100% of linking pages).
new.net.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,14,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2025-06-17,2026-04-27,domain:new.net.in,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
newfilms.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2026-01-18,2026-08-11,domain:newfilms.in,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
officialwebsites.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,2,184.168.109.253,184.168.109.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,1000,100%,no,2026-02-06,2026-08-05,domain:officialwebsites.in,"Average 1000 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
one.net.in,DISAVOW,Link Farm / Bare-Domain Listing,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),1,1,0,6,184.168.110.97,184.168.110.0/24,GoDaddy shared hosting,sg,http://performancelab.com/,performancelab.com,1,0%,100%,983,100%,no,2025-06-16,2026-04-25,domain:one.net.in,"Average 983 outbound links per page with bare-domain anchors on machine-generated URLs — a directory listing, not a citation."
